l0,l1,l2,l3,project_name,program_name,program_address,twitter,
Gaming,,,,DeFiLand,DeFiLand Staking Program,KJ6b6PswEZeNSwEh1po51wxnbX1C3FPhQPhg8eD2Y6E,,
Gaming,Marketplace,,,DeFiLand,DeFilLand Marketplace Program,657iw8S9b4BG5Vno91DgJk4bqoH3kzPRopngPG8uxWxg,,
NFT,,,,De Gods,DeGods Bank,6VJpeYFy87Wuv4KvwqD5gyFBTkohqZTqs6LgbCJ8tDBA,,
NFT,Farming,,,De Gods,DeGods Farm,FQzYycoqRjmZTgCcTTAkzceH2Ju8nzNLa5d78K3yAhVW,,
Bridge,Bridge,,,De Gods,DeGods/y00ts Wormhole Bridge,35iLrpYNNR9ygHLcvE1xKFHbHq6paHthrF6wSovdWgGu,,
NFT,,,,Destiny of War,Destiny of War Program,J1wXTXm5azpgdq2K76DYTCrdAcoX9FMWPnJZ3hLgWF3e,,
Social Platform,,,,Dialect,Dialect Program,CeNUxGUsSeb5RuAGvaMLNx3tEZrpBwQqA7Gs99vMPCAb,,
DeFi,DEX,Order Book,,Dradex,Dradex Program,dp2waEWSBy5yKmq65ergoU3G6qRLmqa6K7We4rZSKph,,
DeFi,Derivatives,Perpetual,,Drift,Diff Protocol Cleaning House,dammHkt7jmytvbS3nHTxQNEcP59aE57nxwV21YdqEDN,,
Encryption,,,,Elusive,Elusiv Warden Network,HxCsgxZ8xXX77WGF2xNANbHThKyqZo3Tr1m7L1Vgwqo8,,
Defi,,,,Everland,Everlend General Pool V1,GenUMNGcWca1GiPLfg89698Gfys1dzk9BAGsyb9aEL2u,,
NFT,NFT Lending,,,Frakt,Frakt Trade,BjrMSDAaEvwCq9vxXKcFMNs2dmMt5xR5JpSXm6HHwJvw,,
DeFi,Lending,,,Francium,Francium Lending Reward Program,3Katmm9dhvLQijAvomteYMo6rfVbY5NaCRNq9ZBqBgr6,,
,,,,Friendzy,Friendzy Program,FrenAezyygcqNKaCkYNzBAxTCo717wh1bgnKLqnxP8Cq,,
DeFi,,,,Friktion,Friktion Program,VoLT1mJz1sbnxwq5Fv2SXjdVDgPXrb9tJyC8WpMDkSp,,
,,,,Goblin Gold,Goblin Gold Program ID,GGo1dnYpjKfe9omzUaFtaCyizvwpAMf3NhxSCMD61F3A,,
DeFi,DEX,,,GosseFX,GooseFX Controller,8KJx48PYGHVC9fxzRRtYp4x4CM2HyYCm2EjVuAP4vvrx,,
DeFi,DEX,Lending,,Hedge,Hedge Program ID,HedgeEohwU6RqokrvPU4Hb6XKPub8NuKbnPmY7FoMMtN,,
DeFi,Prediction Markets,,,Hedgehog,Hedgehog Markets P2P,Yb4spZYFpgad4pDvV1mdU7pFU9vQWNeDS4degy7eR1u,,
Bridge,,,,Hyperlane,Hyperlane,RaRe29KoKtQcZLoJfeZzzke1KnuVgFV6Lt6Hnjw2QTh,,
DeFi,DEX,DEX Aggregator,,Jupiter,Jupiter Flash Fill Program,JUPLdTqUdKztWJ1isGMV92W2QvmEmzs9WTJjhZe4QdJ,,
DeFi,DEX,Governance,,Jupiter,Jupiter Governance Program,GovaE4iu227srtG2s3tZzB4RmWBzw8sTwrCLZz7kN7rY,,
DeFi,DEX,Vote,,Jupiter,Locked voter program,voTpe3tHQ7AjQHMapgSue2HJFAh2cGsdokqN3XqmVSj,,
Gaming,,,,Laddercast,Laddercast Program,LCNTy2Q4HsKUecKEETwwzujjbAx9DGFJort8SjGzGFj,,
DeFi,DEX,AMM,,LP Finance,LP Finance TWAMM,TWAPzC9xaeBpgDNF26z5VAcmxBowVz5uqmTx47LkWUy,,
DeFi,DEX,Staking,,LP Finance,LPFinance Staking,HDXUGdC2hJNmwDY8DtfuWumnPyd4u2BvHhrvy5or8BZP,,
DeFi,DEX,Governance,,Mango Markets,Mango Governance,GqTPL6qRf5aUuqscLh8Rg2HTxPUXfhhAXDptTLhp1t2J,,
DeFi,DEX,,,Mango Markets,Mango Program v1,JD3bq9hGdy38PuWQ4h2YJpELmHVGPPfFSuFkpzAd9zfu,,
DeFi,DEX,,,Mango Markets,Mango Program v2,5fNfvyp5czQVX77yoACa3JJVEhdRaWjPuazuWgjhTqEH,,
DeFi,,,,Mean Finance,Mean Finance DDCA Program,3nmm1awnyhABJdoA25MYVksxz1xnpUFeepJJyRTZfsyD,,
DeFi,,,,Mean Finance,Mean Finance IDO Program,4p3C44cNJnCCaeBaKNDi4DbXRgBs7zQDbPhBoqstH2Mv,,
DeFi,,,,Mean Finance,Mean Finance Liquidity Aggregator Program (On-chain),B6gLd2uyVQLZMdC1s9C4WR7ZP9fMhJNh7WZYcsibuzN3,,
DeFi,,,,Mean Finance,Mean Finance MSP V1,H6wJxgkcc93yeUFnsZHgor3Q3pSWgGpEysfqKrwLtMko,,
DeFi,,,,Mean Finance,Mean Finance MSP V2,MSPCUMbLfy2MeT6geLMMzrUkv1Tx88XRApaVRdyxTuu,,
DeFi,,,,Mean Finance,Mean Finance MultiSig Program,FF7U7Vj1PpBkTPau7frwLLrUHrjkxTQLsH7U5K3T3B3j,,
NFT,Primary Mint,,,Metaplex,Metaplex Core,CoREENxT6tW1HoK8ypY1SxRMZTcVPm7R94rH4PZNhX7d,,
NFT,,,,Metaplex,Metaplex Program,p1exdMJcjVao65QdewkaZRUnU6VPSXhus9n2GzWfh98,,
System,SPL,,,SPL,Name Service Program,namesLPneVptA9Z5rqUDD9tMTWEJwofgaYwp8cawRkX,,
DeFi,DEX,AMM,,Nazare,Nazare Program,NAZAREQQuCnkV8CpkGZaoB6ccmvikM8uRr4GKPWwmPT,,
NFT,Marketplace,,,Metaplex,NFT Auction Program,auctxRXPeJoc4817jDhf4HbjnhEcr1cCXenosMhK5R8,,
Social Platform,,,,Only1,Only1 Program,5XDdQrpNCD89LtrXDBk5qy4v1BW1zRCPyizTahpxDTcZ,,
Encryption,,,,Orao,Orao VRF Program,VRFzZoJdhFWL8rkvu87LpKM3RbcVezpMEc6X5GVDr7y,,
Mining,Mining,,,Ore,Ore Miner Program,mineRHF5r6S7HyD9SppBfVMXMavDkJsxwGesEvxZr2A,,
DeFi,Liquidity,,,Parrot,Parrot Program,HajXYaDXmohtq2ZxZ6QVNEpqNn1T53Zc9FnR1CnaNnUf,,
DeFi,DEX,,,Props,PoolProps Program,GrcZwT9hSByY1QrUTaRPp6zs5KxAA5QYuqEhjT1wihbm,,
DeFi,DEX,,,Port Finance,Port Finance Program,Port7uDYB3wk6GJAw4KT1WpTeMtSu9bTcChBHkX2LfR,,
DeFi,DEX,Staking,,PsyOptions,PsyFinance Staking Program,pSystkitWgLkzprdAvraP8DSBiXwee715wiSXGJe8yr,,
DeFi,Derivatives,Options,,PsyOptions,PsyFinance V1 Program,TAPfz9p6pRpeWPqBvZVB58sRqcvX4j6SteZNmyKgV2s,,
DeFi,Derivatives,Options,,PsyOptions,PsyFinance V2 Program,PSYFiYqguvMXwpDooGdYV6mju92YEbFobbvW617VNcq,,
DeFi,Governance,,,PsyOptions,PsyOptions - American Protocol DAO,R2y9ip6mxmWUj4pt54jP2hz2dgvMozy9VTSwMWE7evs,,
DeFi,,,,PsyOptions,PsyOptions - American Protocol Owner,GovHgfDPyQ1GwazJTDY2avSVY8GGcpmCapmmCsymRaGe,,
DeFi,Liquidity Mining,,,Quarry,Quarry Merge Mine,QMMD16kjauP5knBwxNUJRZ1Z5o3deBuFrqVjBVmmqto,,
DeFi,Liquidity Mining,,,Quarry,Quarry Redeemer,QRDxhMw1P2NEfiw5mYXG79bwfgHTdasY2xNP76XSea9,,
DeFi,Liquidity Mining,,,Quarry,Quarry Registry,QREGBnEj9Sa5uR91AV8u3FxThgP5ZCvdZUW2bHAkfNc,,
DeFi,DEX,AMM,,Raydium,Raydium Acceleraytor,9HzJyW1qZsEiSfMUf6L2jo3CcTKAyBmSyKdwQeYisHrC,,
DeFi,DEX,AMM,,Raydium,Raydium Liquidity Pool Program v2,27haf8L6oxUeXrHrgEgsexjSY5hbVUWEmvv9Nyxg8vQv,,
DeFi,DEX,AMM,,Saber,Saber Router Program,Crt7UoUR6QgrFrN7j8rmSQpUTNWNSitSwWvsWGf1qZ5t,,
DeFi,Liquid Staking,,,Sanctum,Sanctum Program,5ocnV1qiCgaQR8Jb8xWnVbApfaygJ8tNoZfgPwsgx9kx,,
DeFi,Lending,,,Scallop,Scallop's Program ID,SCPv1LabixHirZbX6s7Zj3oiBogadWZvGUKRvXD3Zec,,
DePIN,Storage,,,ShdwDrive,Shadow Drive,2e1wdyNhUvE76y6yUCvah2KaviavMJYKoRun8acMRBZZ,,
DeFi,Lending,,,Soda Protocol,Soda Lending Program,Soda111Jv27so2PRBd6ofRptC6dKxosdN5ByFhCcR3V,,
DeFi,Lending,,,Soda Protocol,Soda Proxy Program,Soda2BBinmZtnWPM9UBBaHo7zcgcuxUfSD6ksxdbbGg,,
Payment,,,,,Solana Mobile Payment Gateway,781wH11JGQgEoBkBzuc8uoQLtp8KxeHk1yZiS1JhFYKy,,
Governance,Asset Management,,,Squads,Squads,SQUADSxWKud1RVxuhJzNcqYqu7F3GLNiktGzjnNtriT,,
Governance,Asset Management,,,Squads,Squads Program Manager,SMPLKTQhrgo22hFCVq2VGX1KAktTWjeizkhrdB1eauK,,
Governance,Airdrop,,,Squads,Streamflow MultiSig Program,GfjqZ9MsfqKkEepy8F4xfS9uuxEEQpwWQXKnTKJY5nrG,,
DeFi,Staking,,,Sunrise Stake,Sunrise Stake Program,sunzv8N3A8dRHwUBvxgRDEbWKk8t7yiHR4FLRgFsTX6,,
,,,,,SUNS Program,SUNSHavWiGqWHAeqzobbw9UrjN1jWap6pvpDHBfPLQL,,
Bridge,,,,Swim,Swim Swap Program,SWiMDJYFUGj6cPrQ6QYYYWZtvXQdRChSVAygDZDsCHC,,
NFT,Marketplace,,,Tensor,Tensor Price Lock Program,TLoCKic2wGJm7VhZKumih4Lc35fUhYqVMgA4j389Buk,,
NFT,Primary Mint,,,Metaplex,Token Vault Program,vau1zxA2LbssAUEF7Gpw91zMM1LvXrvpzJtmZ58rPsn,,
,,,,Unique,Unique Club Program,UNQc364EDzKQqfSW1Fnhfam2fvsFGVdVqg77kpBqRSe,,
,,,,Unique,Unique Escrow Program,UNQexJ9r9nooPc8y9cWDWNSXSbz1eyggV7K7szbzsXt,,
,,,,Unique,Unique Governance Program,UNQgUq3jtWnEmQraenUckLda9ueYzNc2uywWVPcMC4D,,
DeFi,Derivatives,Options,,Vyper Protocol,Vyper Core Program,vyPErCcGJKQQBeeQ59gXcWrDyU4vBrq8qQfacwmsAsp,,
DeFi,Derivatives,Options,,Vyper Protocol,Vyper OTC,8aHSkExY28qCvg4gnTLU7y1Ev6HnpJ1NxuWb9XtEesVt,,
NFT,Marketplace,,,Yawww,Yawww Loan,76f9QiXhCc8YLJc2LEE4Uae4Xu3itc3JCGLmup3VQwRH,,
DePIN,Payment,,,Zebec,Zebec Program,AknC341xog56SrnoK6j3mUvaD1Y7tYayx1sxUGpeYWdX,,
Mining,,,,Ore,Ore V2 Program,oreV2ZymfyeXgNgBdqMkumTqqAprVqgBWQfoYkrtKWQ,,
DeFi,DEX,CPMM,,Raydium,Raydium CPMM,CPMMoo8L3F4NbTegBCKVNunggL7H1ZpdTHKxQB5qKP1C,,
DeFi,DEX,Token Launch,,Pump Fun,PUMP FUN,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,,
Gaming,,,,Star Atlas,Sage V2,SAGE2HAwep459SNq61LHvjxPk4pLPEJLoMETef7f7EE,,
DePIN,,,,Hivemapper,Hivemapper,BNH1dUp3ExFbgo3YctSqQbJXRFn3ffkwbcmSas8azfaW,,
System,SPL,,,System,Memo Program,Memo1UhkJRfHyvLMcVucJwxXeuD728EqVDDwQDxFMNo,,
Defi,DEX,,,Stabble,Stabble weighted Swap,swapFpHZwjELNnjvThjajtiVmkz3yPQEHjLtka2fwHW,https://x.com/stabbleorg,
Defi,DEX,,,Stabble,Stabble Swap,swapNyd8XiQwJ6ianp9snpu4brUqFxadzvHebnAXjJZ,https://x.com/stabbleorg,
System,SPL,,,System,Compute Budget,ComputeBudget111111111111111111111111111111,,
System,SPL,,,System,Ed25519 Sig Verify,Ed25519SigVerify111111111111111111111111111,,
System,SPL,,,System,Address Lookup Table,AddressLookupTab1e1111111111111111111111111,,
System,SPL,,,System,BPF Upgradeable Loader,BPFLoaderUpgradeab1e11111111111111111111111,,
Gaming,,,,Star Atlas,Profile Vault,pv1ttom8tbyh83C1AVh6QH2naGRdVQUVt3HY1Yst5sv,,
Betting,,,,Divvy Bet,Divvy Bet,dvyFwAPniptQNb1ey4eM12L8iLHrzdiDsPPDndd6xAR,,
Governance,SPL,,,SPL,SPL Governance,GovER5Lthms3bLBqWub97yVrMmEogzX7xNjdXpPPCVZw,,
System,SPL,,,SPL,Token-2022 Program,TokenzQdBNbLqP5VEhdkAS6EPFLC1PHnBqCXEpPxuEb,,
System,SPL,,,SPL,Token Program,TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA,,
System,SPL,compressed NFT,,SPL,Account Compression,cmtDvXumGCrqC1Age74AVPhSRVXJMd8PJS91L8KbNCK,,
System,System,,,System,System Program,11111111111111111111111111111111,,
System,SPL,,,SPL,Associated Token Program,ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL,,
DeFi,SolXen,,,SolXen,SolXen Mining Program,B8HwMYCk1o7EaJhooM4P43BHSk5M8zZHsTeJixqw7LMN,https://x.com/mrJackLevin,
Mining,Ore,Ore Mining,,Bee Ore Pool,Bee Ore Pool,7izHHMQNrvCs1WKDn1YQvmd82smDmChzpB9pGynHmgtv,https://github.com/orepool/bee-ore-pool,
Mining,Ore,Ore Mining,,,,orekvh1GFXQ5ySbDVZTko5nD56E7UxSqQJcEQuySYTR,,
DeFi,Mev,,,,,VuA5vNSEy7MxJeRyd5aYsSMwuJ935sq4dQufV9ugaaz,,
DeFi,,,,,,YmirFH6wUrtUMUmfRPZE7TcnszDw689YNWYrMgyB55N,,
DeFi,SolXen,,,SolXen,SolXen Mining Pool 3,DdVCjv7fsPPm64HnepYy5MBfh2bNfkd84Rawey9rdt5S,,
DeFi,SolXen,,,SolXen,SolXen Mining Pool 2,5dxcK28nyAJdK9fSFuReRREeKnmAGVRpXPhwkZxAxFtJ,,
DeFi,SolXen,,,SolXen,SolXen Mining Pool 1,2Ewuie2KnTvMLwGqKWvEM1S2gUStHzDUfrANdJfu45QJ,,
DeFi,,,,Raydium,Raydium ConcentratedLiquiditySwap,AP51WLiiqTdbZfgyRMs35PsZpdmLuPDdHYmrB23pEtMU,,
Mining,Ore,Ore Mining,,,,pGRk96SNWw6sZm7dPvJkPLAqzQ7NUPUANpBVs5vht2c,https://github.com/xintai6660707/ore-mine-pool,
DeFi,,,,,,B4cUJzpPVNKdnjnN7x7MhhXzJT5Z9SpteFp3JK3Y7bow,,
DeFi,,,,,,FebPcUEwaCztVnTUekC8SHV1jdyD2AHyn4CdrQG2dNCG,,
DeFi,,,,,,AnCKmodpxycRZoAFgVwGjWuxP9wJPamghfvUw1fwKdpK,,
DeFi,Mev,,,,,8ttQhToyumxCE8WxJFnjkBcc1HJeEQ249c99Qb8azuYq,https://x.com/TechnoBotSolana,
DeFi,,,,,,98xxnZZR1xHSChfKgzmmj9YZm2rf4Yf2AEDwuVw8sc39,,
DeFi,Mev,,,,,5uDVbEf7GCVMnZqRbxXB82x1dUCGW5Mb4X3qB78m4vza,https://x.com/TechnoBotSolana,
DeFi,Mev,,,,,5UaYn2gNdKcCsuNazjqzDQjUP85ECQsn9c1f4E3RpTRT,https://x.com/TechnoBotSolana,
DeFi,,,,,,LibLZGWthc9u1TxePmuRo87DNdiAwgV8yMXXhGbyu44,,
DeFi,Mev,,,,,6jKe4VcqqTTCKiLoLyd9mycaRpNmzKxbT73MZfDyDdQq,https://x.com/TechnoBotSolana,
DeFi,DEX,,,1Intro,,DEXYosS6oEGvk8uCDayvwEZz4qEyDJRf9nFgYCaqPMTm,https://x.com/1intro,
Mining,Ore,Ore Mining,,Ore,Coal,EG67mGGTxMGuPxDLWeccczVecycmpj2SokzpWeBoGVTf,,
Oracle,,,,Chainlink,Chainlink Oracle,cjg3oHmg9uuPsP8D6g29NWvhySJkdYdAo9D25PRbKXJ,https://x.com/chainlink,
DeFi,Utility,,,,Sequence Enforcer,GDDMwNyyx8uB6zrqwBFHjLLG3TBYk2F8Az4yrQC5RzMp,,
Gaming,,,,Star Atlas,Cargo,Cargo2VNTPPTi9c1vq1Jw5d3BWUNr18MjRtSupAghKEk,,
Gaming,,,,Star Atlas,Profile Faction,pFACSRuobDmvfMKq1bAzwj27t6d2GJhSCHb1VcfnRmq,,
Gaming,,,,Star Atlas,Points,Point2iBvz7j5TMVef8nEgpmz4pDr7tU7v3RjAfkQbM,,
Gaming,,,,Star Atlas,Crafting,CRAFT2RPXPJWCEix4WpJST3E7NLf79GTqZUL75wngXo5,,
Oracle,,,,Pyth Network,Solana Receiver,G6EoTTTgpkNBtVXo96EQp2m6uwwVh2Kt6YidjkmQqoha,,
Oracle,,,,Hubble,Scope Oracle,HFn8GnPADiny6XqUoWE8uRPPxb29ikn4yTuPa9MF2fWJ,,
Oracle,,,,Pyth Network,Wormhole Receiver,HDwcJBJXjL9FpJ7UBsYBtaDjsBUhuLCUYoz3zr8SWWaQ,,
ZK,,,,Light Protocol,Light Registry,Lighton6oQpVkeewmo2mcPTQQp7kYHr4fWpAgJyEmDX,,
ZK,DeFi,,,Light Protocol,Compressed Token,cTokenmWW8bLPjZEBAUgYy3zKxQZW6VKi7bqNFEVv3m,,
ZK,,,,Light Protocol,Account Compression,compr6CUsB5m2jS4Y3831ztGSTnDpnKJTKS95d64XVq,,
Oracle,,,,Pyth Network,Pyth Receiver,rec5EKMGg6MxZYaMdyBfgwp4d5rB9T1VQH5pJv5LtFJ,,
Oracle,Price Feed,,,Pyth Network,Price Feed,pythWSnswVUd12oZpeFP8e9CVaEqJg25g1Vtc2biRsT,,
DeFi,DEX,Limit Order,,Jupiter,Limit Order,j1o2qRpjcyUwEvwtcfhEQefh773ZgjxcVRry7LDqg5X,,
Oracle,,,,Lifinity,Oracle,8BR3zs8zSXetpnDjCtHWnkpSkNSydWb3PTTDuVKku2uu,,
ZK,,,,Light Protocol,System Program,SySTEM1eSU2p4BGQfQpimFEWWSC1XDFeun3Nqzz3rT7,,
DeFi,Staking,Liquid Staking,,Marinade Finance,Validator Bonds,vBoNdEvzMrSai7is21XgVYik65mqtaKXuSdMBJ1xkW4,,
DeFi,,,,DexScreener,Moonshot,MoonCVVNZFSYkqNXP6bxHLPL6QQJiMagDL3qcqUQTrG,https://x.com/dexscreener,
DeFi,Ore,Ore Mining,,,Ore Miner Delegation,J6XAzG8S5KmoBM8GcCFfF8NmtzD7U3QPnbhNiYwsu9we,https://github.com/Kriptikz/ore-miner-delegation,
DeFi,,,,Hawksight,IYF Extension,EZiUb6ydWpR3ciizBTJ1J36KCqLyPKVjh4yZEJbs5Uno,,
Gaming,Bot,DegenCoinFlip,,Web3 Omega,Crash Bot,DEALERKFspSo5RoXNnKAhRPhTcvJeqeEgAgZsNSjCx5E,https://github.com/web3omega/crash-bot/blob/006ca6f94cd6179073d0d49a1803ed4b463760da/README.md,
DeFi,,CLMM,,Cropper Finance,CLMM,H8W3ctz92svYg6mkn1UtGfu2aQr2fnUFHM1RhScEtQDt,,
Oracle,,,,Chainlink,Store,HEvSKofvBgfaexv23kMabbYqxasxU3mQ4ibBMEmJWHny,,
DeFi,Mev,,,,,6m2CDdhRgxpH4WjvdzxAYbGxwdGUz5MziiL5jek2kBma,,
Music,,,,Audius,Listen Count Program,7K3UpbZViPnQDLn2DAM853B9J5GBxd1L1rLHy4KqSmWG,,
Music,Rewards,Staking,,Audius,Staking Bridge,stkB5DZziVJT1C1VmzvDdRtdWxfs5nwcHViiaNBDK31,,
Music,,,,Audius,Payment Router,paytYpX3LPN98TAeen6bFFeraGSuWnomZmCXjAsoqPa,,
Music,,,,Audius,Claimable Tokens,Ewkv3JahEFRKkcJmpoKB7pXbnUHwjAyXiwEo4ZY2rezQ,,
Music,,,,Audius,Eth Registry,5mpjDRgoRYRmSnAXZTfB2bBkbpwvRjobXUjb4WYjF225,,
Music,,,,Audius,Audius Data,8AXXpL8BBTuXDaG8y9xhoJ66Ei5eFAjUEHxJHRPDHiQr,,
DeFi,,,,Drift,JIT Proxy,J1TnP8zvVxbtF5KFp5xRmWuvG9McnhzmBd9XGfCyuxFP,,
DeFi,Mev,,,Eric Ngo (?),,4y2Grm2NQs9ZLvdHyk6rus2GeDxQu3PCdqd491JhXSLX,,ericCQfDQLP1r1aVifKDU4YgAka15pFFkcwBfeGam5k
DeFi,,,,,,5unovYvh1AFf8obYzfAnJ7TCj2Ym3oqnpehkV3z7EYoU,,FsRTFD697oijevGQBzRyEKX2qxc5CLujeJfQhejiqpmd
DeFi,SolXen,,,SolXen,SolXen Minter,EPAdVJ5S317jJr2ejgxoA52iptvphGXjPLbqXhZH4n8o,,
NFT,,,,Metaplex,Token Auth Rules,auth9SigNpDKz4sJJ1DfCTuZrZNSAgh9sFD3rboVmgg,,
DeFi,,,,Jito,Stakenet Steward,Stewardf95sJbmtcZsyagb2dg4Mo8eVQho8gpECvLx8,,
DeFi,,,,Jito,Stakenet History,HistoryJTGbKQD2mRgLZ3XhqHnN811Qpez8X9kCcGHoa,,
DePIN,Governance,,,Helium,Governance,propFYxqmVcufMhk5esNMrexq2ogHbbC2kP9PU1qxKs,,
DeFi,,,,Jupiter,Referral,REFER4ZgmyYx9c6He5XfaTMiGfdLwRnkV4RPp9t9iF3,,
NFT,Marketplace,,,Magic Eden,Marketplace v3,M3mxk5W2tt27WGT7THox7PmgRDp4m6NEhL5xvxrBfS1,,
DePIN,,,,Nosana,Nosana Nodes Program,nosNeZR64wiEhQc5j251bsP4WqDabT6hmz4PHyoHLGD,,
DeFi,Safety,,,Lighthouse,Lighthouse Protocol,L2TExMFKdjpN9kozasaurPirfHy9P8sbXoAN1qA3S95,https://x.com/jacobdotsol,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,F3S4PD17Eo3FyCMropzDLCpBFuQuBmufUVBBdKEHbQFT
,,,,,,,,
,,,,,,,,7bz2ZNphReLcmwv1tbhG8VnR1RzAzyxPNuKa3s2Jig7j
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,7gZufwwAo17y5kg8FMyJy2phgpvv9RSdzWtdXiWHjFr8
,,,,,,,,9MFvfbUw2GjZAYT63a1KW5tQ3kLMihRGXpPsLNexueAd
,,,,,,,,PgKpWiYFoBQjeuQA3XSozHm74cjKL4Vdmfmx2wksd9a
,,,,,,,,A2Fzq5wdaaNuFXKxupdcmkXLALLc3n5XwJkWBYnSJSwJ
,,,,,,,,FsRTFD697oijevGQBzRyEKX2qxc5CLujeJfQhejiqpmd
,,,,,,,,mQBipzeneXqnAkWNL8raGvrj2c8dJv87LXs2Hn7BeXk
,,,,,,,,9MFvfbUw2GjZAYT63a1KW5tQ3kLMihRGXpPsLNexueAd
,,,,,,,,FsRTFD697oijevGQBzRyEKX2qxc5CLujeJfQhejiqpmd
,,,,,,,,GX1t7qe1AhaVE8k7kw6phgt9YqAr9bh4pFypiGaMCMJz
,,,,,,,,FsRTFD697oijevGQBzRyEKX2qxc5CLujeJfQhejiqpmd
,,,,,,,,FsRTFD697oijevGQBzRyEKX2qxc5CLujeJfQhejiqpmd
,,,,,,,,1337hNWPPF8g8h6sPsni3bSizvYkhqDr81nD9C1EiAjB
,,,,,,,,FsRTFD697oijevGQBzRyEKX2qxc5CLujeJfQhejiqpmd
,,,,,,,,ACbrp1iqAZQZDZa666gwCs8uZjUU4itTKg1g5UcLuWE6
,,,,,,,,tHCCE3KWKx8i8cDjX2DQ3Z7EMJkScAVwkfxdWz8SqgP
,,,,,,,,FJka1yJHn1SWux2X1o8VqHC8uaAWGv6CbNQvPWLJQufq